Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,49.029999,49.259998,48.57,48.959999,44.646687,2127000
2014-01-03,49.0,49.169998,48.639999,48.650002,44.364014,1248200
2014-01-06,48.830002,48.900002,48.25,48.450001,44.181633,2163000
2014-01-07,48.650002,49.130001,48.48,48.66,44.373127,1766300
2014-01-08,48.759998,49.189999,48.73,49.130001,44.801716,2036900
2014-01-09,49.130001,49.209999,48.810001,48.990002,44.674057,1263900
2014-01-10,49.139999,49.290001,48.740002,49.279999,44.938507,924500
2014-01-13,49.630001,49.630001,48.59,48.75,44.4552,2818300
2014-01-14,48.779999,49.43,48.57,49.34,44.993217,1806500
2014-01-15,49.360001,49.889999,48.849998,49.82,45.430931,1942900
2014-01-16,49.889999,50.599998,49.529999,50.57,46.114857,4603200
2014-01-17,50.32,50.860001,50.220001,50.619999,46.16045,3094600
2014-01-21,51.439999,51.5,50.759998,50.790001,46.315487,3179000
2014-01-22,51.009998,51.529999,50.799999,51.169998,46.661999,3421800
2014-01-23,50.610001,51.16,50.32,50.580002,46.123981,2394000
2014-01-24,50.369999,50.490002,49.75,49.759998,45.376221,3320300
2014-01-27,49.75,50.68,48.919998,49.049999,44.728764,3031400
2014-01-28,49.119999,49.970001,49.0,49.700001,45.321507,1837400
2014-01-29,49.470001,49.650002,48.790001,48.860001,44.555496,2277900
2014-01-30,49.18,49.490002,49.02,49.310001,44.965866,1424900
2014-01-31,48.509998,49.689999,48.509998,49.299999,44.956738,2054300
2014-02-03,49.450001,49.52,47.349998,47.470001,43.287968,3840900
2014-02-04,47.5,48.169998,47.349998,47.98,43.753036,2472400
2014-02-05,47.939999,48.0,47.209999,47.889999,43.670967,2099800
2014-02-06,47.599998,48.959999,47.599998,48.759998,44.464317,2017600
2014-02-07,49.02,49.349998,48.73,49.240002,44.902023,1695000
2014-02-10,49.07,49.610001,49.07,49.360001,45.011463,1144200
2014-02-11,49.349998,50.0,49.279999,49.689999,45.312378,1948900
2014-02-12,49.880001,50.169998,49.549999,49.650002,45.275906,1911700
2014-02-13,49.360001,50.200001,49.02,50.110001,45.695385,2135900
2014-02-14,49.91,51.580002,49.91,51.52,46.981148,3112500
2014-02-18,51.52,51.740002,51.07,51.380001,46.8535,2559800
2014-02-19,50.59,51.98,50.580002,51.540001,46.999405,3159200
2014-02-20,50.57,51.84,50.52,51.790001,47.227383,3579300
2014-02-21,51.91,52.720001,51.580002,52.509998,47.883953,3231300
2014-02-24,52.52,53.970001,52.52,53.470001,48.759369,3118300
2014-02-25,53.310001,53.919998,53.310001,53.860001,49.115017,1945400
2014-02-26,53.889999,54.240002,53.23,53.439999,48.886311,2618300
2014-02-27,53.220001,53.880001,53.220001,53.860001,49.270527,2088800
2014-02-28,53.900002,54.41,53.610001,54.23,49.609001,2271500
2014-03-03,53.849998,53.919998,52.990002,53.290001,48.7491,3223800
2014-03-04,53.709999,54.009998,53.490002,53.830002,49.243084,2841100
2014-03-05,53.73,53.939999,53.310001,53.889999,49.297974,2315100
2014-03-06,53.900002,54.799999,53.900002,54.599998,49.947464,2334700
2014-03-07,54.650002,55.029999,54.540001,54.790001,50.121284,2638300
2014-03-10,54.52,54.91,53.880001,54.189999,49.572403,1638100
2014-03-11,54.310001,54.759998,53.860001,54.040001,49.435188,1456700
2014-03-12,53.669998,54.07,53.400002,54.029999,49.426037,1145000
2014-03-13,54.23,54.290001,53.400002,53.709999,49.133305,1908800
2014-03-14,53.57,54.279999,53.540001,53.880001,49.288811,2100500
2014-03-17,54.330002,54.619999,53.830002,54.080002,49.471775,1942100
2014-03-18,54.060001,54.52,54.009998,54.419998,49.782803,1753400
2014-03-19,54.330002,54.630001,53.84,54.23,49.609001,1339800
2014-03-20,53.970001,54.450001,53.689999,54.0,49.398598,1509600
2014-03-21,54.799999,55.25,54.5,55.25,50.542084,5579100
2014-03-24,55.41,55.810001,54.77,55.150002,50.4506,3414800
2014-03-25,55.240002,55.529999,55.139999,55.48,50.752495,2996700
2014-03-26,55.700001,56.150002,55.380001,55.580002,50.843967,5368000
2014-03-27,55.580002,55.580002,54.57,54.759998,50.093842,4149200
2014-03-28,54.759998,55.66,54.759998,55.439999,50.715893,3410500
2014-03-31,55.849998,56.200001,55.619999,56.02,51.246468,2800000
2014-04-01,56.43,56.990002,56.32,56.93,52.078922,2196100
2014-04-02,56.869999,56.990002,56.52,56.919998,52.069775,2592800
2014-04-03,57.110001,57.150002,56.360001,56.59,51.767906,2287600
2014-04-04,57.02,57.139999,55.740002,55.799999,51.045216,3727100
2014-04-07,55.650002,56.189999,55.299999,55.799999,51.045216,3518500
2014-04-08,55.950001,56.130001,55.400002,55.93,51.164143,4702900
2014-04-09,56.240002,56.93,56.07,56.669998,51.841076,2631800
2014-04-10,57.25,57.25,55.209999,55.32,50.606121,3540900
2014-04-11,55.150002,55.869999,55.0,55.299999,50.587818,2862100
2014-04-14,55.740002,55.869999,55.119999,55.419998,50.69759,2055500
2014-04-15,55.490002,56.130001,55.0,56.099998,51.319649,2576300
2014-04-16,56.73,56.73,55.810001,56.200001,51.411133,2002400
2014-04-17,56.560001,56.580002,56.119999,56.25,51.456871,1311700
2014-04-21,56.369999,56.52,55.990002,56.240002,51.447727,1150000
2014-04-22,56.169998,57.119999,56.169998,57.049999,52.188705,1418500
2014-04-23,56.959999,57.380001,56.709999,57.209999,52.335068,1663000
2014-04-24,57.5,57.849998,57.290001,57.630001,52.719288,2398400
2014-04-25,57.57,57.650002,57.060001,57.23,52.353371,2814100
2014-04-28,57.18,57.32,55.150002,55.970001,51.200733,3803200
2014-04-29,56.200001,56.68,55.830002,56.619999,51.795341,2933200
2014-04-30,57.279999,58.380001,57.0,57.93,52.993721,4419400
2014-05-01,57.869999,58.57,57.84,58.549999,53.560879,3077800
2014-05-02,58.299999,59.310001,58.200001,59.09,54.054871,3612200
2014-05-05,59.02,59.029999,58.27,58.880001,53.86277,2025800
2014-05-06,58.880001,58.900002,57.970001,58.0,53.057755,2756000
2014-05-07,57.32,58.119999,57.240002,58.110001,53.158386,3219800
